00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
0.0,0.0,0.0,0.0,0.0,0.01,0.032,0.074,0.131,0.18,0.212,0.231,0.245,0.222,0.193,0.161,0.111,0.051,0.003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01,0.089,0.276,0.443,0.539,0.634,0.689,0.673,0.621,0.543,0.441,0.315,0.178,0.057,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011,0.088,0.254,0.398,0.487,0.583,0.645,0.643,0.62,0.575,0.476,0.342,0.182,0.061,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012,0.074,0.176,0.24,0.34,0.49,0.623,0.641,0.605,0.621,0.535,0.388,0.214,0.065,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.022,0.052,0.208,0.389,0.381,0.222,0.216,0.189,0.155,0.13,0.068,0.041,0.014,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013,0.083,0.255,0.367,0.414,0.381,0.244,0.169,0.167,0.177,0.199,0.141,0.121,0.07,0.01,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.012,0.07,0.244,0.447,0.584,0.67,0.716,0.723,0.683,0.604,0.487,0.345,0.197,0.06,0.008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.008,0.031,0.084,0.174,0.235,0.211,0.24,0.177,0.141,0.143,0.138,0.07,0.026,0.003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018,0.091,0.268,0.464,0.608,0.704,0.769,0.789,0.762,0.692,0.572,0.41,0.229,0.064,0.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.017,0.097,0.281,0.464,0.611,0.724,0.783,0.797,0.769,0.698,0.583,0.426,0.24,0.06,0.012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.099,0.287,0.465,0.606,0.702,0.754,0.762,0.727,0.646,0.536,0.391,0.213,0.069,0.014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.018,0.1,0.292,0.478,0.627,0.73,0.786,0.797,0.767,0.694,0.578,0.419,0.224,0.068,0.015,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.087,0.209,0.369,0.515,0.627,0.673,0.623,0.496,0.37,0.27,0.195,0.102,0.046,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01,0.055,0.144,0.276,0.443,0.56,0.633,0.659,0.653,0.59,0.493,0.317,0.163,0.07,0.013,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022,0.101,0.23,0.371,0.462,0.504,0.499,0.464,0.398,0.318,0.244,0.169,0.093,0.036,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015,0.065,0.146,0.245,0.363,0.422,0.389,0.326,0.286,0.287,0.242,0.184,0.146,0.072,0.016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.099,0.192,0.262,0.278,0.301,0.317,0.311,0.232,0.15,0.103,0.068,0.043,0.019,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003,0.015,0.032,0.057,0.083,0.121,0.151,0.185,0.183,0.171,0.16,0.131,0.098,0.059,0.014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022,0.085,0.15,0.213,0.262,0.282,0.362,0.469,0.577,0.619,0.543,0.41,0.237,0.081,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.105,0.25,0.408,0.543,0.631,0.703,0.716,0.67,0.608,0.497,0.359,0.208,0.079,0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.026,0.096,0.192,0.279,0.367,0.452,0.502,0.515,0.494,0.415,0.285,0.201,0.159,0.086,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.026,0.087,0.166,0.259,0.398,0.576,0.689,0.714,0.689,0.619,0.511,0.373,0.221,0.082,0.024,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.106,0.274,0.439,0.565,0.657,0.704,0.709,0.685,0.629,0.53,0.391,0.224,0.077,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.108,0.225,0.363,0.471,0.548,0.456,0.341,0.373,0.332,0.27,0.205,0.141,0.078,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013,0.047,0.088,0.131,0.177,0.245,0.324,0.416,0.524,0.529,0.34,0.256,0.149,0.078,0.021,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.026,0.089,0.191,0.353,0.545,0.638,0.672,0.669,0.62,0.566,0.47,0.355,0.216,0.086,0.026,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03,0.112,0.28,0.443,0.565,0.615,0.696,0.656,0.551,0.523,0.465,0.331,0.19,0.081,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.109,0.259,0.413,0.54,0.633,0.674,0.688,0.657,0.59,0.473,0.317,0.191,0.074,0.021,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03,0.107,0.265,0.414,0.534,0.634,0.695,0.712,0.687,0.612,0.489,0.337,0.189,0.081,0.026,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.105,0.272,0.43,0.557,0.648,0.7,0.713,0.69,0.628,0.529,0.394,0.233,0.075,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.034,0.113,0.263,0.4,0.495,0.556,0.606,0.629,0.514,0.273,0.193,0.152,0.099,0.038,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.107,0.25,0.4,0.526,0.62,0.671,0.683,0.659,0.595,0.497,0.366,0.219,0.083,0.027,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.108,0.255,0.393,0.466,0.455,0.47,0.563,0.601,0.581,0.505,0.375,0.224,0.084,0.028,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.037,0.105,0.167,0.193,0.243,0.364,0.452,0.492,0.375,0.219,0.168,0.184,0.192,0.102,0.034,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.036,0.111,0.265,0.423,0.543,0.63,0.692,0.717,0.691,0.62,0.514,0.375,0.219,0.088,0.012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03,0.11,0.286,0.455,0.589,0.68,0.729,0.741,0.713,0.646,0.543,0.405,0.244,0.083,0.026,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.042,0.116,0.267,0.435,0.55,0.479,0.358,0.257,0.243,0.194,0.267,0.259,0.087,0.036,0.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.049,0.132,0.245,0.331,0.197,0.17,0.251,0.401,0.452,0.362,0.213,0.062,0.019,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.024,0.092,0.16,0.287,0.474,0.6,0.617,0.497,0.362,0.32,0.349,0.301,0.153,0.062,0.013,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.036,0.09,0.104,0.171,0.305,0.367,0.437,0.703,0.697,0.646,0.551,0.414,0.249,0.093,0.032,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.037,0.108,0.25,0.411,0.553,0.633,0.674,0.672,0.653,0.619,0.531,0.408,0.247,0.087,0.028,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.043,0.124,0.212,0.262,0.461,0.543,0.212,0.215,0.207,0.153,0.123,0.088,0.064,0.062,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.038,0.11,0.239,0.353,0.478,0.605,0.667,0.689,0.669,0.592,0.477,0.354,0.219,0.094,0.032,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.021,0.054,0.104,0.171,0.271,0.399,0.525,0.626,0.648,0.584,0.487,0.32,0.224,0.098,0.031,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.033,0.108,0.268,0.425,0.555,0.649,0.699,0.712,0.685,0.623,0.528,0.394,0.239,0.087,0.028,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.038,0.11,0.261,0.417,0.541,0.632,0.682,0.681,0.618,0.56,0.492,0.363,0.21,0.086,0.017,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.039,0.111,0.264,0.416,0.54,0.623,0.664,0.637,0.51,0.331,0.235,0.202,0.165,0.086,0.029,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.017,0.082,0.203,0.352,0.483,0.581,0.575,0.488,0.351,0.237,0.218,0.213,0.196,0.098,0.035,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.037,0.108,0.263,0.411,0.545,0.636,0.687,0.633,0.686,0.566,0.444,0.371,0.227,0.092,0.03,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.045,0.122,0.248,0.36,0.417,0.416,0.377,0.299,0.24,0.17,0.135,0.1,0.063,0.03,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.036,0.107,0.26,0.412,0.538,0.632,0.683,0.694,0.666,0.601,0.489,0.363,0.219,0.091,0.03,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.033,0.104,0.262,0.416,0.543,0.632,0.682,0.695,0.672,0.613,0.519,0.389,0.236,0.087,0.028,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.037,0.105,0.236,0.397,0.53,0.61,0.651,0.659,0.641,0.582,0.488,0.363,0.223,0.088,0.029,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.033,0.102,0.245,0.395,0.516,0.602,0.65,0.662,0.64,0.581,0.488,0.364,0.221,0.089,0.029,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.035,0.103,0.251,0.406,0.534,0.63,0.683,0.699,0.679,0.623,0.531,0.402,0.246,0.087,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.029,0.102,0.272,0.435,0.566,0.658,0.709,0.721,0.698,0.637,0.539,0.406,0.246,0.087,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.026,0.101,0.275,0.436,0.563,0.651,0.7,0.711,0.687,0.626,0.529,0.398,0.241,0.085,0.024,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002,0.029,0.102,0.27,0.425,0.545,0.624,0.666,0.673,0.646,0.584,0.48,0.324,0.17,0.076,0.024,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.108,0.241,0.361,0.463,0.532,0.354,0.34,0.442,0.554,0.48,0.369,0.229,0.095,0.031,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.029,0.1,0.273,0.44,0.573,0.665,0.717,0.73,0.705,0.642,0.541,0.405,0.243,0.089,0.027,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.028,0.1,0.272,0.438,0.571,0.665,0.718,0.732,0.708,0.646,0.546,0.41,0.248,0.088,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.027,0.099,0.274,0.44,0.574,0.666,0.718,0.73,0.705,0.643,0.542,0.407,0.246,0.088,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.031,0.088,0.169,0.328,0.489,0.621,0.689,0.708,0.685,0.622,0.517,0.367,0.225,0.093,0.027,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.027,0.097,0.267,0.429,0.556,0.642,0.69,0.701,0.675,0.613,0.505,0.353,0.23,0.089,0.027,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013,0.045,0.095,0.179,0.328,0.492,0.611,0.63,0.592,0.516,0.439,0.35,0.225,0.1,0.031,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001,0.032,0.103,0.262,0.416,0.572,0.676,0.731,0.745,0.714,0.568,0.348,0.183,0.157,0.061,0.009,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.1,0.257,0.418,0.543,0.657,0.71,0.746,0.718,0.655,0.552,0.41,0.246,0.091,0.026,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.029,0.097,0.26,0.424,0.567,0.668,0.723,0.735,0.709,0.646,0.544,0.408,0.246,0.09,0.025,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.022,0.053,0.063,0.085,0.11,0.129,0.14,0.15,0.153,0.156,0.166,0.173,0.154,0.1,0.031,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.031,0.088,0.199,0.356,0.455,0.489,0.483,0.412,0.286,0.248,0.213,0.189,0.14,0.076,0.016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.026,0.097,0.218,0.362,0.519,0.591,0.597,0.525,0.454,0.438,0.346,0.282,0.155,0.087,0.022,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.033,0.095,0.19,0.309,0.427,0.58,0.661,0.677,0.637,0.601,0.482,0.334,0.205,0.085,0.026,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.029,0.094,0.26,0.42,0.542,0.653,0.711,0.724,0.701,0.64,0.541,0.39,0.212,0.087,0.024,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027,0.092,0.258,0.43,0.566,0.66,0.712,0.725,0.699,0.635,0.534,0.398,0.238,0.086,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.029,0.09,0.201,0.362,0.508,0.6,0.663,0.697,0.68,0.616,0.515,0.38,0.226,0.088,0.023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.026,0.091,0.184,0.301,0.466,0.597,0.659,0.666,0.636,0.582,0.467,0.278,0.094,0.028,0.009,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.057,0.125,0.2,0.276,0.343,0.541,0.514,0.483,0.421,0.377,0.259,0.138,0.072,0.021,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03,0.098,0.24,0.39,0.516,0.597,0.559,0.366,0.448,0.409,0.312,0.17,0.074,0.042,0.009,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.05,0.139,0.391,0.532,0.623,0.679,0.693,0.637,0.499,0.403,0.347,0.201,0.077,0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.024,0.095,0.191,0.238,0.36,0.563,0.631,0.635,0.627,0.574,0.472,0.344,0.215,0.083,0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.024,0.084,0.243,0.398,0.525,0.614,0.664,0.677,0.653,0.594,0.499,0.371,0.221,0.078,0.018,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.023,0.083,0.242,0.397,0.52,0.606,0.654,0.663,0.636,0.57,0.481,0.362,0.216,0.077,0.017,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.023,0.082,0.234,0.383,0.505,0.59,0.641,0.655,0.631,0.573,0.478,0.351,0.206,0.076,0.016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.023,0.085,0.233,0.382,0.502,0.585,0.635,0.649,0.623,0.544,0.411,0.251,0.143,0.055,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005,0.031,0.066,0.132,0.209,0.161,0.151,0.137,0.133,0.118,0.091,0.06,0.033,0.014,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.064,0.14,0.231,0.277,0.31,0.307,0.284,0.269,0.228,0.174,0.116,0.064,0.026,0.004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.086,0.218,0.365,0.463,0.588,0.642,0.662,0.628,0.515,0.388,0.229,0.138,0.072,0.012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02,0.082,0.234,0.392,0.523,0.618,0.675,0.691,0.668,0.606,0.506,0.366,0.187,0.06,0.008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.013,0.078,0.207,0.358,0.511,0.593,0.647,0.682,0.668,0.614,0.517,0.381,0.219,0.075,0.011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.019,0.08,0.241,0.407,0.546,0.644,0.699,0.714,0.687,0.621,0.509,0.341,0.181,0.056,0.008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.067,0.14,0.226,0.375,0.472,0.463,0.445,0.441,0.406,0.295,0.233,0.135,0.056,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.069,0.151,0.271,0.454,0.541,0.571,0.573,0.519,0.428,0.39,0.306,0.156,0.066,0.008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015,0.076,0.231,0.394,0.53,0.629,0.683,0.697,0.673,0.61,0.508,0.359,0.201,0.068,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014,0.078,0.142,0.214,0.231,0.231,0.291,0.516,0.547,0.461,0.367,0.242,0.141,0.056,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008,0.065,0.129,0.256,0.365,0.519,0.464,0.335,0.376,0.291,0.15,0.096,0.078,0.057,0.006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.028,0.082,0.133,0.137,0.177,0.197,0.168,0.155,0.13,0.112,0.106,0.131,0.072,0.007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011,0.076,0.159,0.203,0.318,0.347,0.35,0.371,0.453,0.59,0.487,0.283,0.108,0.066,0.005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009,0.035,0.09,0.251,0.315,0.295,0.403,0.471,0.391,0.371,0.385,0.228,0.112,0.039,0.002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008,0.061,0.08,0.166,0.375,0.55,0.638,0.674,0.655,0.617,0.511,0.371,0.208,0.062,0.004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009,0.071,0.163,0.284,0.482,0.638,0.693,0.705,0.678,0.595,0.44,0.185,0.074,0.022,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007,0.066,0.219,0.368,0.455,0.52,0.604,0.617,0.579,0.456,0.299,0.178,0.136,0.053,0.003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.007,0.068,0.223,0.404,0.55,0.651,0.703,0.707,0.658,0.554,0.418,0.269,0.133,0.042,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004,0.062,0.212,0.382,0.51,0.616,0.677,0.696,0.676,0.624,0.52,0.373,0.186,0.042,0.001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.012,0.035,0.064,0.123,0.216,0.368,0.502,0.529,0.425,0.312,0.202,0.067,0.016,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005,0.065,0.221,0.396,0.537,0.635,0.666,0.633,0.435,0.422,0.38,0.257,0.14,0.042,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.04,0.098,0.107,0.116,0.133,0.142,0.135,0.153,0.21,0.268,0.095,0.052,0.017,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.059,0.197,0.343,0.405,0.373,0.573,0.667,0.597,0.484,0.415,0.27,0.133,0.029,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02,0.199,0.401,0.546,0.643,0.692,0.704,0.672,0.583,0.486,0.342,0.176,0.043,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.045,0.12,0.158,0.146,0.198,0.211,0.188,0.176,0.158,0.123,0.077,0.039,0.011,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002,0.056,0.218,0.392,0.537,0.641,0.7,0.716,0.689,0.621,0.51,0.361,0.189,0.043,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001,0.054,0.223,0.398,0.54,0.643,0.702,0.718,0.692,0.625,0.515,0.366,0.191,0.04,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001,0.053,0.222,0.398,0.537,0.636,0.693,0.707,0.681,0.613,0.505,0.358,0.186,0.038,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.001,0.052,0.215,0.389,0.526,0.625,0.679,0.694,0.666,0.6,0.49,0.341,0.169,0.036,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.048,0.191,0.354,0.491,0.576,0.628,0.643,0.613,0.55,0.443,0.305,0.149,0.033,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.048,0.192,0.354,0.487,0.568,0.608,0.607,0.567,0.496,0.381,0.217,0.084,0.022,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.045,0.181,0.338,0.436,0.483,0.516,0.501,0.477,0.421,0.35,0.247,0.134,0.029,0.0,0.0,0.0,0.0,0.0,0.0
